@relation MSD_JMIR_LPC_ALL-weka.filters.unsupervised.attribute.Remove-R3-22_MSD_JMIR_MEATHODS_OF_MOMENTS_ALL-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.instance.RemovePercentage-P90.0

@attribute Method_of_Moments_Overall_Standard_Deviation_1 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_2 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_3 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_4 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_5 numeric
@attribute Method_of_Moments_Overall_Average_1 numeric
@attribute Method_of_Moments_Overall_Average_2 numeric
@attribute Method_of_Moments_Overall_Average_3 numeric
@attribute Method_of_Moments_Overall_Average_4 numeric
@attribute Method_of_Moments_Overall_Average_5 numeric
@attribute class {BIG_BAND,BLUES_CONTEMPORARY,COUNTRY_TRADITIONAL,DANCE,ELECTRONICA,EXPERIMENTAL,FOLK_INTERNATIONAL,GOSPEL,GRUNGE_EMO,HIP_HOP_RAP,JAZZ_CLASSIC,METAL_ALTERNATIVE,METAL_DEATH,METAL_HEAVY,POP_CONTEMPORARY,POP_INDIE,POP_LATIN,PUNK,REGGAE,RNB_SOUL,ROCK_ALTERNATIVE,ROCK_COLLEGE,ROCK_CONTEMPORARY,ROCK_HARD,ROCK_NEO_PSYCHEDELIA}

@data
-0.467575,-0.659612,-0.628784,-0.592439,-0.603773,-0.744825,-0.637371,-0.625418,-0.136302,-0.38203,ROCK_CONTEMPORARY
-0.352732,-0.666823,-0.683451,-0.662376,-0.659029,-0.617148,-0.480751,-0.452561,0.103956,-0.176039,ROCK_HARD
-0.273178,-0.38546,-0.528996,-0.69703,-0.745298,-0.583474,-0.414648,-0.438127,-0.370455,-0.707317,POP_CONTEMPORARY
-0.410308,-0.532824,-0.576521,-0.629253,-0.647046,-0.649933,-0.485822,-0.440943,0.03946,-0.273348,ROCK_COLLEGE
-0.826714,-0.662003,-0.562588,-0.49973,-0.519279,-0.947543,-0.75061,-0.689914,-0.289417,-0.56047,JAZZ_CLASSIC
-0.527008,-0.659455,-0.613437,-0.631953,-0.65742,-0.741271,-0.52338,-0.619433,-0.447013,-0.775332,ROCK_CONTEMPORARY
-0.493886,-0.724319,-0.748444,-0.865887,-0.878058,-0.507952,-0.378216,-0.326879,0.183221,-0.144951,PUNK
-0.460765,-0.761905,-0.802687,-0.827453,-0.835007,-0.588361,-0.306291,-0.607111,-0.562957,-0.843346,ROCK_NEO_PSYCHEDELIA
-0.657329,-0.40388,-0.41959,-0.480828,-0.44466,-0.903154,-0.418028,-0.454321,-0.325801,-0.660053,POP_LATIN
-0.322086,-0.294533,-0.404243,-0.59811,-0.671012,-0.745002,-0.627042,-0.645485,-0.479605,-0.773335,ROCK_CONTEMPORARY
-0.754961,-0.553204,-0.597383,-0.658506,-0.680444,-0.824434,-0.553052,-0.51065,-0.025527,-0.304941,ROCK_ALTERNATIVE
-0.348708,-0.559867,-0.660113,-0.80234,-0.817032,-0.402932,-0.263286,-0.213519,0.172882,-0.162138,GRUNGE_EMO
-0.204148,-0.519498,-0.580269,-0.725113,-0.741748,-0.59307,-0.359624,-0.295547,0.128572,-0.194237,DANCE
-0.426714,-0.66263,-0.631966,-0.670837,-0.678391,-0.500844,-0.427981,-0.551135,-0.424021,-0.760495,ROCK_COLLEGE
-0.728618,-0.671252,-0.59413,-0.567777,-0.601886,-0.862283,-0.742911,-0.709945,-0.309504,-0.569316,JAZZ_CLASSIC
-0.623897,-0.864237,-0.851061,-0.856166,-0.862358,-0.822745,-0.750047,-0.846928,-0.631686,-0.901782,PUNK
-0.268225,-0.5971,-0.669943,-0.757066,-0.806047,-0.546602,-0.375587,-0.344834,0.148266,-0.170984,PUNK
-0.484909,-0.5097,-0.496322,-0.578488,-0.628793,-0.695691,-0.382535,-0.472628,-0.353519,-0.696449,ROCK_CONTEMPORARY
-0.809906,-0.793024,-0.739604,-0.659046,-0.655368,-0.872679,-0.71662,-0.660306,-0.202275,-0.474788,FOLK_INTERNATIONAL
-0.651138,-0.242406,-0.410042,-0.60198,-0.661359,-0.863172,-0.338216,-0.261046,-0.01765,-0.330722,DANCE
-0.757623,-0.585342,-0.637482,-0.790099,-0.814924,-0.864771,-0.364507,-0.272311,0.135957,-0.216479,HIP_HOP_RAP
-0.64247,-0.607682,-0.607992,-0.710711,-0.742191,-0.732297,-0.553052,-0.5279,-0.022081,-0.280677,ROCK_NEO_PSYCHEDELIA
-0.677759,-0.731687,-0.731471,-0.668587,-0.63939,-0.811017,-0.639249,-0.593381,-0.076238,-0.331985,ROCK_ALTERNATIVE
-0.232317,-0.714913,-0.734441,-0.785059,-0.802275,-0.563305,-0.46385,-0.588805,-0.483002,-0.814659,FOLK_INTERNATIONAL
-0.61492,-0.621086,-0.660396,-0.763366,-0.812871,-0.692581,-0.440376,-0.36314,0.108387,-0.219007,ROCK_CONTEMPORARY
-0.54651,-0.434058,-0.626521,-0.672637,-0.739417,-0.759218,-0.536526,-0.663792,-0.497575,-0.794338,POP_LATIN
-0.512769,-0.523026,-0.537058,-0.686949,-0.715562,-0.649667,-0.464977,-0.410667,0.043891,-0.255403,METAL_ALTERNATIVE
-0.152763,-0.638644,-0.655728,-0.69586,-0.719057,-0.430742,-0.501408,-0.617673,-0.479556,-0.80187,METAL_ALTERNATIVE
-0.628231,-0.717774,-0.794767,-0.871827,-0.86086,-0.597868,-0.254085,-0.232882,0.227531,-0.117402,METAL_HEAVY
-0.537223,-0.658828,-0.664781,-0.8045,-0.84061,-0.504487,-0.441127,-0.368773,0.125126,-0.19171,ROCK_ALTERNATIVE
-0.624207,-0.788752,-0.79512,-0.813231,-0.814369,-0.785162,-0.429484,-0.43003,0.168451,-0.119676,ROCK_HARD
-0.91054,-0.832883,-0.816195,-0.767507,-0.763994,-0.89578,-0.644695,-0.652174,-0.102331,-0.302414,ROCK_HARD
-0.534747,-0.590829,-0.53727,-0.540594,-0.579806,-0.584451,-0.663099,-0.583524,-0.156488,-0.447997,POP_INDIE
-0.819873,-0.647031,-0.65983,-0.666517,-0.669293,-0.922417,-0.657277,-0.631755,-0.160919,-0.417667,BLUES_CONTEMPORARY
-0.262343,-0.473643,-0.591231,-0.654275,-0.673287,-0.616171,-0.424789,-0.350114,0.09214,-0.236699,DANCE
-0.558582,-0.123261,-0.270863,-0.40369,-0.440222,-0.846735,-0.513052,-0.449745,-0.185535,-0.47858,DANCE
-0.523913,-0.561434,-0.553182,-0.693789,-0.706297,-0.604087,-0.503286,-0.407851,0.047338,-0.259952,ROCK_ALTERNATIVE
-0.357994,-0.722947,-0.790948,-0.840054,-0.833509,-0.300133,-0.342723,-0.540926,-0.489403,-0.797826,PUNK
-0.708311,-0.7505,-0.768812,-0.792799,-0.803606,-0.783829,-0.450704,-0.456082,0.159589,-0.094907,POP_INDIE
-0.460455,-0.647658,-0.633098,-0.577048,-0.557503,-0.664949,-0.635681,-0.640556,-0.140241,-0.374447,JAZZ_CLASSIC
-0.809256,-0.81748,-0.815276,-0.815482,-0.813259,-0.889294,-0.614085,-0.805246,-0.625138,-0.896247,METAL_HEAVY
-0.730754,-0.65342,-0.748798,-0.819262,-0.838835,-0.778232,-0.243756,-0.200845,0.210792,-0.127259,ROCK_HARD
-0.527937,-0.741525,-0.754314,-0.818542,-0.81154,-0.560817,-0.428545,-0.383559,0.170421,-0.132567,GOSPEL
-0.648661,-0.457182,-0.572207,-0.691719,-0.741581,-0.84789,-0.274178,-0.232177,0.108387,-0.225578,POP_LATIN
-0.685188,-0.804272,-0.882603,-0.89892,-0.899695,-0.495069,-0.286573,-0.311037,0.276272,-0.044105,POP_INDIE
-0.557963,-0.766529,-0.754597,-0.637354,-0.58663,-0.836339,-0.758685,-0.800317,-0.37272,-0.563503,BLUES_CONTEMPORARY
-0.702554,-0.710092,-0.6686,-0.638974,-0.641997,-0.893025,-0.696338,-0.678472,-0.216552,-0.457096,ROCK_CONTEMPORARY
-0.742981,-0.674936,-0.629986,-0.539964,-0.546963,-0.858552,-0.710235,-0.707375,-0.264801,-0.49981,POP_INDIE
-0.375329,-0.51166,-0.509335,-0.622592,-0.63473,-0.653932,-0.459155,-0.338145,0.064569,-0.277897,FOLK_INTERNATIONAL
-0.458907,-0.511268,-0.544413,-0.672007,-0.694702,-0.593425,-0.471174,-0.435311,0.028137,-0.262985,ROCK_ALTERNATIVE
-0.556725,-0.764844,-0.807072,-0.89964,-0.888266,-0.426299,-0.327136,-0.287801,0.235409,-0.089599,METAL_DEATH
-0.766507,-0.823986,-0.883876,-0.922529,-0.89337,-0.866726,-0.730329,-0.905263,-0.745317,-0.970555,JAZZ_CLASSIC
-0.671258,-0.687948,-0.693564,-0.706661,-0.712399,-0.726344,-0.48507,-0.432142,0.104448,-0.196259,JAZZ_CLASSIC
-0.392664,-0.634646,-0.659194,-0.772187,-0.796006,-0.582852,-0.421221,-0.367013,0.129557,-0.188424,ROCK_CONTEMPORARY
-0.524532,-0.728199,-0.705446,-0.8,-0.822191,-0.499956,-0.476432,-0.382503,0.111833,-0.227095,ROCK_ALTERNATIVE
-0.510293,-0.666706,-0.709052,-0.79505,-0.774258,-0.615993,-0.434178,-0.39236,0.145312,-0.151776,POP_INDIE
-0.392045,-0.199686,-0.505728,-0.516652,-0.537309,-0.775566,-0.584601,-0.630699,-0.23083,-0.466195,ROCK_CONTEMPORARY
-0.436001,-0.592005,-0.72447,-0.740594,-0.793065,-0.4996,-0.262347,-0.242739,0.20193,-0.116138,METAL_ALTERNATIVE
-0.730723,-0.557123,-0.494696,-0.447255,-0.445825,-0.859085,-0.582911,-0.535293,-0.07033,-0.349678,METAL_DEATH
-0.280916,-0.615207,-0.735007,-0.820882,-0.828849,-0.362328,-0.295587,-0.274424,0.20193,-0.123468,ROCK_COLLEGE
-0.392354,-0.531648,-0.64314,-0.693249,-0.733703,-0.672146,-0.478498,-0.614152,-0.442139,-0.766486,ROCK_ALTERNATIVE
-0.240365,-0.65969,-0.708274,-0.809991,-0.823245,-0.213594,-0.34385,-0.297659,0.183714,-0.150512,ROCK_NEO_PSYCHEDELIA
-0.410927,-0.570841,-0.677086,-0.722592,-0.774369,-0.471346,-0.312864,-0.27548,0.162051,-0.16871,ROCK_CONTEMPORARY
-0.354589,-0.497159,-0.543918,-0.675518,-0.705354,-0.633319,-0.441127,-0.405386,0.061615,-0.237205,POP_INDIE
-0.115617,-0.410935,-0.528925,-0.617282,-0.725437,-0.60311,-0.369765,-0.405386,-0.317529,-0.66991,RNB_SOUL
-0.45024,-0.669528,-0.736492,-0.807921,-0.834119,-0.448423,-0.360188,-0.326879,0.183221,-0.135094,METAL_HEAVY
-0.488934,-0.612855,-0.561952,-0.581728,-0.610985,-0.656686,-0.667418,-0.606055,-0.16535,-0.440415,ROCK_COLLEGE
-0.4846,-0.698021,-0.769731,-0.844824,-0.850541,-0.528032,-0.260282,-0.231473,0.2167,-0.126248,ROCK_HARD
0.016561,-0.326671,-0.31174,-0.523762,-0.498363,-0.500666,-0.182535,-0.187467,-0.219506,-0.542525,DANCE
-0.705216,-0.793612,-0.789745,-0.819262,-0.852316,-0.77912,-0.606197,-0.745151,-0.592497,-0.885252,JAZZ_CLASSIC
-0.545581,-0.553596,-0.529986,-0.530783,-0.577476,-0.779831,-0.625728,-0.596902,-0.149595,-0.416403,FOLK_INTERNATIONAL
-0.713914,-0.65338,-0.597313,-0.606121,-0.627462,-0.828787,-0.681315,-0.632107,-0.182089,-0.443195,COUNTRY_TRADITIONAL
-0.79514,-0.71115,-0.731612,-0.810171,-0.831012,-0.815993,-0.43493,-0.357507,0.13645,-0.203842,ROCK_HARD
-0.750689,-0.778405,-0.750424,-0.754005,-0.762219,-0.8741,-0.576714,-0.589861,-0.027497,-0.271326,FOLK_INTERNATIONAL
-0.544962,-0.564178,-0.506719,-0.607741,-0.627129,-0.78072,-0.662723,-0.623306,-0.205229,-0.459876,POP_LATIN
-0.56725,-0.62477,-0.639745,-0.760846,-0.77276,-0.698978,-0.26385,-0.410315,-0.365778,-0.703779,ROCK_HARD
-0.191766,-0.262003,-0.624257,-0.59865,-0.709126,-0.508841,-0.180282,-0.203661,0.067031,-0.246556,HIP_HOP_RAP
-0.600991,-0.547325,-0.574894,-0.654185,-0.703967,-0.791826,-0.622535,-0.698152,-0.519681,-0.815898,ROCK_NEO_PSYCHEDELIA
-0.330135,-0.51989,-0.592291,-0.761566,-0.791789,-0.56988,-0.329014,-0.203309,0.117249,-0.24504,ELECTRONICA
-0.718341,-0.57672,-0.664356,-0.681638,-0.7281,-0.85331,-0.44,-0.381447,0.096571,-0.234424,FOLK_INTERNATIONAL
-0.581489,-0.666784,-0.615629,-0.584698,-0.600666,-0.710706,-0.699906,-0.63598,-0.192428,-0.468722,POP_INDIE
-0.483671,-0.58691,-0.597313,-0.709091,-0.735589,-0.569791,-0.522254,-0.435311,0.025675,-0.294073,ROCK_HARD
-0.307847,-0.71264,-0.787694,-0.862376,-0.853981,-0.276322,-0.259906,-0.195916,0.213254,-0.143435,ROCK_HARD
-0.717846,-0.646953,-0.625177,-0.692529,-0.731373,-0.819191,-0.53446,-0.514522,0.00352,-0.271326,GOSPEL
-0.618944,-0.487752,-0.48239,-0.568497,-0.607379,-0.844158,-0.564131,-0.480021,-0.062452,-0.376216,REGGAE
-0.617087,-0.251421,-0.372419,-0.478038,-0.505354,-0.869836,-0.542535,-0.494455,-0.148118,-0.428535,ELECTRONICA
-0.471908,-0.599843,-0.663932,-0.772277,-0.819528,-0.605064,-0.393803,-0.296251,0.131034,-0.221029,ROCK_CONTEMPORARY
-0.484909,-0.732941,-0.78232,-0.857876,-0.867406,-0.409507,-0.333333,-0.27724,0.204884,-0.138127,ROCK_HARD
-0.800991,-0.718754,-0.713861,-0.788209,-0.789404,-0.823101,-0.542535,-0.445872,0.071462,-0.232908,ROCK_ALTERNATIVE
-0.593252,-0.802665,-0.8343,-0.909901,-0.887101,-0.33052,-0.247136,-0.272663,0.264948,-0.069885,METAL_HEAVY
-0.570655,-0.752616,-0.725884,-0.740414,-0.764882,-0.582408,-0.527512,-0.488822,0.0626,-0.217996,PUNK
-0.422071,-0.763786,-0.797595,-0.861386,-0.843329,-0.446024,-0.344789,-0.283225,0.225562,-0.106534,METAL_HEAVY
-0.592323,-0.784205,-0.755375,-0.713861,-0.717282,-0.729098,-0.63831,-0.632459,-0.109224,-0.349172,BIG_BAND
-0.581489,-0.687086,-0.768529,-0.820702,-0.847878,-0.615104,-0.33446,-0.300827,0.197007,-0.139391,ROCK_NEO_PSYCHEDELIA
-0.60811,-0.488928,-0.557496,-0.660756,-0.739085,-0.748912,-0.423474,-0.346946,0.055215,-0.277897,REGGAE
-0.384925,-0.600235,-0.482037,-0.520162,-0.564549,-0.478632,-0.387606,-0.509593,-0.365729,-0.70302,ROCK_HARD
-0.356137,-0.59514,-0.638472,-0.727093,-0.732483,-0.643003,-0.408638,-0.328991,0.119711,-0.227095,ROCK_COLLEGE
-0.342826,-0.273369,-0.451768,-0.559586,-0.627129,-0.81004,-0.37615,-0.334272,0.017798,-0.27082,REGGAE
-0.274725,-0.621791,-0.57058,-0.685149,-0.720444,-0.479343,-0.346479,-0.464883,-0.346577,-0.700746,PUNK
-0.261415,-0.511268,-0.606648,-0.751845,-0.765492,-0.599289,-0.333709,-0.330752,0.141865,-0.171237,HIP_HOP_RAP
-0.578084,-0.72718,-0.673833,-0.661206,-0.687822,-0.743936,-0.596995,-0.516986,-0.013711,-0.311513,ROCK_COLLEGE
-0.372852,-0.667725,-0.730976,-0.815032,-0.832011,-0.374234,-0.326197,-0.260694,0.188145,-0.159358,METAL_ALTERNATIVE
-0.824207,-0.673329,-0.637199,-0.692529,-0.719223,-0.863794,-0.636056,-0.615561,-0.124486,-0.366106,ROCK_COLLEGE
-0.651447,-0.685636,-0.714356,-0.649505,-0.635728,-0.873656,-0.616714,-0.662771,-0.12104,-0.328194,BLUES_CONTEMPORARY
-0.109735,-0.761003,-0.744484,-0.808101,-0.824632,-0.646379,-0.477371,-0.496568,0.101494,-0.156325,ROCK_COLLEGE
-0.631326,-0.630257,-0.581825,-0.618002,-0.636006,-0.73052,-0.579155,-0.471572,-0.004849,-0.325414,DANCE
-0.604705,-0.771899,-0.819731,-0.91081,-0.9043,-0.396801,-0.361315,-0.23957,0.207838,-0.157083,METAL_DEATH
-0.563535,-0.632138,-0.64215,-0.669757,-0.687046,-0.734163,-0.597183,-0.560993,-0.063929,-0.330974,COUNTRY_TRADITIONAL
-0.674044,-0.671213,-0.692504,-0.742034,-0.767878,-0.75291,-0.452394,-0.432846,0.11331,-0.180336,ROCK_HARD
-0.710014,-0.667607,-0.684017,-0.718272,-0.713232,-0.792359,-0.499155,-0.440943,0.086724,-0.213952,GRUNGE_EMO
-0.547748,-0.363904,-0.542786,-0.640684,-0.721498,-0.757619,-0.331831,-0.286393,0.076385,-0.216479,HIP_HOP_RAP
-0.558892,-0.462669,-0.621994,-0.679208,-0.720444,-0.74518,-0.588169,-0.706355,-0.556212,-0.837735,POP_LATIN
-0.80582,-0.735881,-0.840877,-0.887579,-0.871179,-0.793781,-0.242817,-0.243443,0.270856,-0.050676,METAL_DEATH
-0.520198,-0.534392,-0.604385,-0.779298,-0.787961,-0.71044,-0.399061,-0.246259,0.112818,-0.259446,ELECTRONICA
-0.281535,-0.788752,-0.795545,-0.856256,-0.852649,-0.364283,-0.437183,-0.381095,0.163036,-0.153545,POP_CONTEMPORARY
-0.417118,-0.704684,-0.728571,-0.805041,-0.820416,-0.44709,-0.400376,-0.372294,0.169928,-0.143182,METAL_ALTERNATIVE
-0.494505,-0.514011,-0.589745,-0.643654,-0.72749,-0.647534,-0.524507,-0.470164,-0.001895,-0.286743,ROCK_COLLEGE
-0.5462,-0.820968,-0.81273,-0.793699,-0.805548,-0.542603,-0.565258,-0.547967,0.017798,-0.242765,ELECTRONICA
-0.446835,-0.749951,-0.812588,-0.873087,-0.85853,-0.358952,-0.252207,-0.23429,0.254117,-0.077467,METAL_ALTERNATIVE
-0.554249,-0.796747,-0.807779,-0.867597,-0.865354,-0.498534,-0.427418,-0.380391,0.174852,-0.138127,METAL_DEATH
-0.409689,-0.804507,-0.795332,-0.794239,-0.805936,-0.568458,-0.530329,-0.548319,0.041922,-0.209402,POP_INDIE
-0.571583,-0.736077,-0.793847,-0.823402,-0.842164,-0.821324,-0.753615,-0.88664,-0.707456,-0.946822,COUNTRY_TRADITIONAL
-0.354899,-0.60729,-0.628996,-0.673357,-0.737254,-0.686273,-0.662535,-0.682802,-0.467986,-0.797927,POP_CONTEMPORARY
-0.428571,-0.443857,-0.522843,-0.615302,-0.688766,-0.639449,-0.462347,-0.384967,0.016813,-0.30393,ROCK_ALTERNATIVE
-0.591704,-0.504997,-0.510184,-0.667057,-0.688655,-0.766859,-0.427606,-0.458194,-0.340472,-0.689372,POP_LATIN
-0.588918,-0.771037,-0.746393,-0.818272,-0.861914,-0.442559,-0.427418,-0.422285,0.145312,-0.160116,METAL_ALTERNATIVE
-0.392354,-0.431315,-0.475601,-0.354995,-0.318724,-0.818214,-0.613521,-0.579651,-0.124978,-0.391381,ELECTRONICA
-0.675592,-0.684421,-0.649222,-0.524302,-0.526768,-0.918632,-0.629296,-0.708784,-0.190459,-0.392898,HIP_HOP_RAP
0.057731,-0.604546,-0.651273,-0.727633,-0.746297,-0.380453,-0.374648,-0.321246,0.156143,-0.166182,METAL_DEATH
-0.591395,-0.368215,-0.089109,-0.124032,-0.079612,-0.731853,-0.371268,-0.263158,0.004013,-0.35726,GOSPEL
-0.598514,-0.73447,-0.761245,-0.840774,-0.840277,-0.549534,-0.432113,-0.389544,0.164513,-0.136358,GRUNGE_EMO
-0.499149,-0.631119,-0.66273,-0.740414,-0.749404,-0.642292,-0.499531,-0.395529,0.085247,-0.242765,POP_INDIE
-0.084971,-0.382324,-0.487694,-0.59676,-0.610541,-0.566681,-0.412019,-0.362788,0.044876,-0.270062,HIP_HOP_RAP
-0.647423,-0.585342,-0.628854,-0.706301,-0.74025,-0.862283,-0.608638,-0.704489,-0.520813,-0.820043,ROCK_HARD
-0.616158,-0.539095,-0.605233,-0.773897,-0.811373,-0.842914,-0.532207,-0.636684,-0.500135,-0.81337,RNB_SOUL
-0.480266,-0.671409,-0.677298,-0.748155,-0.770042,-0.629231,-0.459906,-0.406443,0.111833,-0.199798,POP_INDIE
-0.366352,-0.613443,-0.658557,-0.779028,-0.788627,-0.469303,-0.413146,-0.310333,0.138911,-0.204853,DANCE
-0.558892,-0.611562,-0.605021,-0.652475,-0.688433,-0.705997,-0.57615,-0.573315,-0.061468,-0.305194,ROCK_CONTEMPORARY
-0.143786,-0.612816,-0.675035,-0.765887,-0.77975,-0.386673,-0.414272,-0.384967,0.137434,-0.164666,POP_INDIE
-0.329825,-0.609328,-0.629774,-0.720972,-0.750902,-0.572546,-0.517559,-0.479669,0.027644,-0.253633,ELECTRONICA
-0.487386,-0.490496,-0.621499,-0.69991,-0.755451,-0.768103,-0.356808,-0.492695,-0.360116,-0.698218,HIP_HOP_RAP
-0.484909,-0.543406,-0.552546,-0.59955,-0.626852,-0.716659,-0.566385,-0.529308,-0.058514,-0.328447,COUNTRY_TRADITIONAL
-0.726234,-0.799099,-0.781117,-0.708731,-0.700971,-0.81004,-0.692958,-0.684985,-0.193413,-0.422722,COUNTRY_TRADITIONAL
-0.382139,-0.518714,-0.535644,-0.686679,-0.742913,-0.682097,-0.479061,-0.43179,0.021736,-0.279919,ROCK_HARD
-0.428881,-0.731491,-0.78338,-0.863456,-0.867628,-0.487606,-0.356432,-0.284985,0.211284,-0.120687,PUNK
-0.608729,-0.511268,-0.650636,-0.729523,-0.767878,-0.801066,-0.320376,-0.269847,0.148758,-0.180842,RNB_SOUL
-0.153382,-0.53008,-0.622136,-0.69658,-0.752178,-0.518436,-0.375587,-0.476853,-0.378086,-0.725262,ROCK_ALTERNATIVE
-0.348398,-0.606114,-0.640665,-0.725293,-0.750735,-0.452688,-0.3677,-0.484598,-0.37464,-0.718691,METAL_ALTERNATIVE
-0.68395,-0.58691,-0.485149,-0.59694,-0.63706,-0.8247,-0.578028,-0.623306,-0.434261,-0.768937,FOLK_INTERNATIONAL
-0.51896,-0.521458,-0.596252,-0.666427,-0.735978,-0.743669,-0.462723,-0.399754,0.051276,-0.270567,ROCK_HARD
-0.447454,-0.496767,-0.675106,-0.714941,-0.778419,-0.68183,-0.448451,-0.386024,0.07737,-0.23771,ROCK_CONTEMPORARY
-0.39545,-0.559475,-0.496535,-0.428443,-0.431345,-0.71044,-0.707981,-0.659673,-0.247077,-0.505876,DANCE
-0.398236,-0.683637,-0.787482,-0.861116,-0.864521,-0.270635,-0.255775,-0.231121,0.227531,-0.109314,METAL_HEAVY
-0.107878,-0.601019,-0.628289,-0.717192,-0.702524,-0.350422,-0.269296,-0.426861,-0.401127,-0.72046,METAL_ALTERNATIVE
-0.629469,-0.5097,-0.544413,-0.593159,-0.609598,-0.807375,-0.533333,-0.470868,-0.015681,-0.31404,GOSPEL
-0.666615,-0.732981,-0.679986,-0.60126,-0.609764,-0.828521,-0.695399,-0.696814,-0.240184,-0.490964,ROCK_CONTEMPORARY
-0.291131,-0.269057,-0.466478,-0.60072,-0.626019,-0.669924,-0.40507,-0.386376,-0.005342,-0.306963,ELECTRONICA
-0.695063,-0.433275,-0.534724,-0.660756,-0.66835,-0.879698,-0.412582,-0.527196,-0.428649,-0.745229,HIP_HOP_RAP
-0.631017,-0.556339,-0.589533,-0.680828,-0.705354,-0.819014,-0.487136,-0.425453,0.053738,-0.246051,RNB_SOUL
-0.51184,-0.741446,-0.758557,-0.861296,-0.873232,-0.391559,-0.40169,-0.352227,0.178298,-0.142677,METAL_ALTERNATIVE
-0.681164,-0.598276,-0.640311,-0.743924,-0.785021,-0.753798,-0.404695,-0.367013,0.123157,-0.192215,POP_INDIE
-0.671258,-0.526945,-0.416902,-0.521962,-0.565936,-0.821057,-0.510986,-0.483542,-0.290402,-0.657273,FOLK_INTERNATIONAL
-0.349327,-0.534,-0.548303,-0.678578,-0.733481,-0.574234,-0.362441,-0.433198,-0.347463,-0.699987,GRUNGE_EMO
-0.295465,-0.6961,-0.759972,-0.835644,-0.834619,-0.217948,-0.324883,-0.297307,0.220639,-0.106281,METAL_ALTERNATIVE
-0.360161,-0.710445,-0.787907,-0.825293,-0.827517,-0.379565,-0.335023,-0.482485,-0.429289,-0.761405,ROCK_ALTERNATIVE
-0.595109,-0.497942,-0.553253,-0.685059,-0.710735,-0.758418,-0.3523,-0.300827,0.11331,-0.21016,POP_INDIE
-0.883145,-0.907309,-0.861033,-0.809271,-0.795173,-0.969782,-0.823962,-0.867911,-0.50624,-0.700493,JAZZ_CLASSIC
-0.792942,-0.602195,-0.686068,-0.80045,-0.812871,-0.859529,-0.351737,-0.306812,0.167467,-0.160369,GRUNGE_EMO
-0.355208,-0.626337,-0.634936,-0.677678,-0.689043,-0.655975,-0.497653,-0.447985,0.056692,-0.248578,RNB_SOUL
-0.813001,-0.865726,-0.841655,-0.762106,-0.743467,-0.918703,-0.780469,-0.810632,-0.395023,-0.590294,BLUES_CONTEMPORARY
-0.380591,-0.49128,-0.484724,-0.6973,-0.761498,-0.608441,-0.439249,-0.403274,0.03306,-0.265007,ELECTRONICA
-0.520817,-0.632765,-0.623833,-0.733303,-0.754397,-0.646024,-0.534648,-0.470516,0.015828,-0.288765,POP_LATIN
-0.34716,-0.484617,-0.529844,-0.653195,-0.69154,-0.55602,-0.478685,-0.405034,0.022721,-0.28826,DANCE
-0.628231,-0.728277,-0.772419,-0.824302,-0.80577,-0.770857,-0.335775,-0.28076,0.22507,-0.104259,ROCK_NEO_PSYCHEDELIA
-0.39514,-0.163237,-0.325672,-0.461656,-0.524383,-0.713461,-0.424601,-0.356451,-0.093469,-0.388601,DANCE
-0.709209,-0.642446,-0.562376,-0.579388,-0.645548,-0.807819,-0.635493,-0.554304,-0.11907,-0.436623,RNB_SOUL
-0.487386,-0.657378,-0.689958,-0.783078,-0.798613,-0.619191,-0.399437,-0.330048,0.158605,-0.173512,POP_LATIN
-0.534128,-0.669136,-0.658204,-0.705401,-0.72871,-0.679698,-0.640376,-0.743707,-0.547104,-0.839909,ROCK_ALTERNATIVE
-0.313729,-0.674466,-0.656506,-0.738344,-0.760222,-0.485029,-0.347042,-0.531068,-0.483987,-0.796967,METAL_HEAVY
-0.653304,-0.645385,-0.646393,-0.643654,-0.63484,-0.854198,-0.643192,-0.628939,-0.142702,-0.390623,POP_CONTEMPORARY
-0.220245,-0.618225,-0.708062,-0.762286,-0.821193,-0.240515,-0.190798,-0.384263,-0.374246,-0.70302,ROCK_COLLEGE
-0.534128,-0.637272,-0.667539,-0.729793,-0.776255,-0.685651,-0.423474,-0.553952,-0.449622,-0.77887,PUNK
-0.701997,-0.630805,-0.650424,-0.781458,-0.809875,-0.889116,-0.416526,-0.370885,0.107895,-0.230633,ELECTRONICA
-0.225816,-0.592397,-0.576591,-0.60423,-0.63656,-0.571213,-0.481878,-0.426861,0.060631,-0.255908,HIP_HOP_RAP
-0.488315,-0.379973,-0.575035,-0.69829,-0.712843,-0.807552,-0.155493,-0.466995,-0.546119,-0.789663,HIP_HOP_RAP
-0.275035,-0.635273,-0.689604,-0.746175,-0.750846,-0.660773,-0.443192,-0.403626,0.119218,-0.18716,METAL_HEAVY
-0.906949,-0.842132,-0.844979,-0.749055,-0.712344,-0.940986,-0.708545,-0.711107,-0.214583,-0.420953,ELECTRONICA
