@relation MSD_JMIR_LPC_ALL-weka.filters.unsupervised.attribute.Remove-R3-22_MSD_JMIR_MEATHODS_OF_MOMENTS_ALL-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Normalize-S2.0-T-1.0-weka.filters.unsupervised.instance.Randomize-S23-weka.filters.unsupervised.instance.RemovePercentage-P90.0

@attribute Method_of_Moments_Overall_Standard_Deviation_1 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_2 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_3 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_4 numeric
@attribute Method_of_Moments_Overall_Standard_Deviation_5 numeric
@attribute Method_of_Moments_Overall_Average_1 numeric
@attribute Method_of_Moments_Overall_Average_2 numeric
@attribute Method_of_Moments_Overall_Average_3 numeric
@attribute Method_of_Moments_Overall_Average_4 numeric
@attribute Method_of_Moments_Overall_Average_5 numeric
@attribute class {BIG_BAND,BLUES_CONTEMPORARY,COUNTRY_TRADITIONAL,DANCE,ELECTRONICA,EXPERIMENTAL,FOLK_INTERNATIONAL,GOSPEL,GRUNGE_EMO,HIP_HOP_RAP,JAZZ_CLASSIC,METAL_ALTERNATIVE,METAL_DEATH,METAL_HEAVY,POP_CONTEMPORARY,POP_INDIE,POP_LATIN,PUNK,REGGAE,RNB_SOUL,ROCK_ALTERNATIVE,ROCK_COLLEGE,ROCK_CONTEMPORARY,ROCK_HARD,ROCK_NEO_PSYCHEDELIA}

@data
-0.640922,-0.788203,-0.832603,-0.817552,-0.807878,-0.801688,-0.645634,-0.788101,-0.633508,-0.908859,BIG_BAND
-0.343445,-0.581815,-0.685644,-0.751125,-0.77742,-0.685295,-0.361127,-0.636684,-0.547301,-0.831038,RNB_SOUL
-0.616158,-0.662395,-0.661315,-0.706121,-0.720277,-0.849756,-0.741033,-0.82151,-0.634444,-0.901883,FOLK_INTERNATIONAL
-0.178455,-0.603762,-0.697949,-0.760666,-0.809098,-0.176011,-0.331831,-0.256117,0.169436,-0.169973,DANCE
-0.774462,-0.713267,-0.720863,-0.762916,-0.771429,-0.823279,-0.529014,-0.531421,0.046845,-0.190193,POP_INDIE
-0.538462,-0.709426,-0.724823,-0.754995,-0.800666,-0.349978,-0.262535,-0.370885,-0.28991,-0.650954,PUNK
-0.17505,-0.280423,-0.549576,-0.632853,-0.682497,-0.416793,-0.24338,-0.245555,0.054723,-0.249337,DANCE
-0.602848,-0.698452,-0.711528,-0.846715,-0.859584,-0.672323,-0.391737,-0.314909,0.159097,-0.187413,POP_INDIE
-0.157716,-0.553596,-0.601344,-0.70225,-0.767212,-0.532297,-0.365822,-0.309277,0.119711,-0.216479,DANCE
-0.718496,-0.702136,-0.675601,-0.651215,-0.658807,-0.837228,-0.678873,-0.653547,-0.17815,-0.424491,POP_CONTEMPORARY
-0.288655,-0.692612,-0.626025,-0.591359,-0.598447,-0.776188,-0.637746,-0.655166,-0.138764,-0.354227,ROCK_COLLEGE
-0.714255,-0.81454,-0.778784,-0.790009,-0.804105,-0.805509,-0.593615,-0.542686,-0.012234,-0.298117,BLUES_CONTEMPORARY
-0.565083,-0.770566,-0.729137,-0.762286,-0.781859,-0.636428,-0.557371,-0.514522,0.032568,-0.24226,BLUES_CONTEMPORARY
-0.508435,-0.443073,-0.490453,-0.612871,-0.624078,-0.740737,-0.465728,-0.414892,0.027152,-0.272337,ELECTRONICA
-0.689831,-0.760024,-0.642716,-0.568137,-0.507184,-0.925207,-0.560939,-0.537757,0.030106,-0.236446,ELECTRONICA
-0.281845,-0.685166,-0.752758,-0.826193,-0.839667,-0.36757,-0.340094,-0.279,0.191591,-0.150259,COUNTRY_TRADITIONAL
-0.763876,-0.770801,-0.770721,-0.721782,-0.732261,-0.883785,-0.579343,-0.588805,-0.023066,-0.260963,GOSPEL
-0.675902,-0.626886,-0.67454,-0.720972,-0.721276,-0.825944,-0.497465,-0.41806,0.088201,-0.223303,POP_INDIE
-0.426405,-0.681834,-0.681471,-0.738974,-0.750125,-0.602488,-0.402441,-0.561345,-0.3836,-0.720965,POP_INDIE
-0.45674,-0.640643,-0.628218,-0.689379,-0.744411,-0.715682,-0.65615,-0.697764,-0.494474,-0.813573,COUNTRY_TRADITIONAL
-0.290203,0.124829,-0.193069,-0.269937,-0.570818,-0.676322,-0.158873,-0.218095,-0.418359,-0.597371,POP_CONTEMPORARY
-0.111283,-0.32863,-0.458274,-0.59973,-0.690264,-0.63323,-0.314554,-0.309629,0.020259,-0.279414,ROCK_ALTERNATIVE
-0.509054,-0.346267,-0.270863,-0.456076,-0.549126,-0.694891,-0.499718,-0.392713,-0.197844,-0.570075,FOLK_INTERNATIONAL
-0.438167,-0.80486,-0.774611,-0.751395,-0.762053,-0.598667,-0.628732,-0.597254,-0.06836,-0.321875,ROCK_COLLEGE
-0.577155,-0.545757,-0.484936,-0.569397,-0.600999,-0.750955,-0.615211,-0.54339,-0.10627,-0.385315,ROCK_HARD
-0.782387,-0.628846,-0.721287,-0.783798,-0.783745,-0.880053,-0.601315,-0.702693,-0.560545,-0.861266,ROCK_HARD
-0.234174,-0.440329,-0.555658,-0.653195,-0.739584,-0.537628,-0.3923,-0.325119,0.063585,-0.266271,POP_CONTEMPORARY
-0.330444,-0.254556,-0.413296,-0.659226,-0.695922,-0.674989,-0.466291,-0.585988,-0.52618,-0.793605,HIP_HOP_RAP
-0.349017,-0.499118,-0.71075,-0.670117,-0.803051,-0.525278,-0.117371,-0.079387,0.071462,-0.248326,ROCK_NEO_PSYCHEDELIA
-0.316824,-0.614188,-0.591938,-0.669127,-0.707351,-0.476677,-0.429108,-0.494807,-0.324324,-0.689119,GOSPEL
-0.652066,-0.543406,-0.640028,-0.652655,-0.637004,-0.880764,-0.611268,-0.606759,-0.128917,-0.378997,POP_INDIE
-0.311562,-0.561826,-0.611386,-0.693249,-0.745742,-0.631719,-0.457277,-0.514522,-0.376462,-0.727284,COUNTRY_TRADITIONAL
-0.773441,-0.697511,-0.705728,-0.769217,-0.775978,-0.865837,-0.519061,-0.531421,0.036014,-0.213952,ROCK_HARD
-0.436001,-0.650284,-0.589533,-0.640954,-0.684993,-0.663083,-0.601502,-0.700475,-0.525589,-0.834222,ROCK_NEO_PSYCHEDELIA
-0.890017,-0.919146,-0.916054,-0.837444,-0.80577,-0.858196,-0.799061,-0.867277,-0.476651,-0.645899,METAL_ALTERNATIVE
-0.597276,-0.650833,-0.612801,-0.563366,-0.552344,-0.81928,-0.775775,-0.781553,-0.399995,-0.61835,POP_INDIE
-0.957499,-0.417597,-0.631047,-0.732313,-0.746796,-0.979849,-0.389108,-0.477909,-0.426926,-0.748161,JAZZ_CLASSIC
-0.720972,-0.528513,-0.543211,-0.712331,-0.752677,-0.864505,-0.425728,-0.396233,0.068016,-0.231391,ROCK_NEO_PSYCHEDELIA
-0.416499,-0.504997,-0.595403,-0.678938,-0.737753,-0.57681,-0.420657,-0.376518,0.079832,-0.227853,ROCK_COLLEGE
-0.56725,-0.792161,-0.820863,-0.882538,-0.863634,-0.526433,-0.368451,-0.361028,0.22507,-0.077215,METAL_HEAVY
-0.36078,-0.503821,-0.561245,-0.630513,-0.669126,-0.65402,-0.477559,-0.379335,0.055707,-0.273095,DANCE
-0.523294,-0.608309,-0.677016,-0.817462,-0.833121,-0.65251,-0.339906,-0.258933,0.162051,-0.185644,ROCK_CONTEMPORARY
-0.749141,-0.748462,-0.699929,-0.693159,-0.744189,-0.822301,-0.817352,-0.873403,-0.637053,-0.890484,METAL_ALTERNATIVE
-0.55301,-0.621869,-0.604809,-0.738704,-0.771318,-0.699689,-0.646573,-0.720155,-0.524358,-0.82712,ROCK_CONTEMPORARY
-0.719424,-0.821282,-0.805092,-0.69847,-0.665076,-0.87339,-0.781033,-0.813343,-0.403983,-0.602932,BLUES_CONTEMPORARY
-0.578703,-0.513228,-0.549788,-0.647975,-0.679112,-0.782586,-0.491268,-0.367365,0.041922,-0.307469,HIP_HOP_RAP
-0.237889,-0.523026,-0.62553,-0.728983,-0.759445,-0.772012,-0.469296,-0.677592,-0.550846,-0.846202,HIP_HOP_RAP
-0.712645,-0.595532,-0.663296,-0.724302,-0.77509,-0.822479,-0.415775,-0.378983,0.108879,-0.213193,FOLK_INTERNATIONAL
-0.630088,-0.587694,-0.683451,-0.771287,-0.797947,-0.820524,-0.445822,-0.353987,0.101494,-0.246556,POP_INDIE
0.488005,-0.548109,-0.566337,-0.523402,-0.532094,-0.266637,-0.514554,-0.502552,0.007951,-0.276381,POP_INDIE
-0.402879,-0.456398,-0.475389,-0.680108,-0.721276,-0.684673,-0.420282,-0.375814,0.039953,-0.267029,DANCE
-0.848661,-0.688497,-0.678289,-0.611881,-0.634064,-0.886717,-0.563756,-0.579299,-0.024543,-0.267534,ROCK_ALTERNATIVE
-0.226436,-0.502254,-0.510396,-0.577768,-0.624688,-0.655087,-0.483005,-0.453617,0.014351,-0.27082,METAL_ALTERNATIVE
-0.24377,-0.58299,-0.647595,-0.780828,-0.811262,-0.542159,-0.441502,-0.486358,-0.405657,-0.761026,RNB_SOUL
-0.455812,-0.685048,-0.630976,-0.663186,-0.680832,-0.613861,-0.628357,-0.560289,-0.079192,-0.362821,BLUES_CONTEMPORARY
-0.060826,-0.151871,-0.314144,-0.476058,-0.600222,-0.597157,-0.41446,-0.447985,-0.384388,-0.674965,HIP_HOP_RAP
-0.275963,-0.507741,-0.629703,-0.728173,-0.777365,-0.576544,-0.353427,-0.269495,0.129557,-0.201062,POP_CONTEMPORARY
-0.323634,-0.404272,-0.48338,-0.59937,-0.639945,-0.582319,-0.523192,-0.460658,-0.048175,-0.336535,HIP_HOP_RAP
-0.501935,-0.775975,-0.78338,-0.681098,-0.643273,-0.719591,-0.63662,-0.629995,-0.089531,-0.319348,BLUES_CONTEMPORARY
-0.589228,-0.793808,-0.772065,-0.716112,-0.721165,-0.751222,-0.643944,-0.617321,-0.092977,-0.337293,DANCE
-0.482743,-0.593964,-0.580622,-0.624392,-0.636283,-0.864949,-0.564131,-0.504313,-0.021096,-0.311765,METAL_HEAVY
-0.786535,-0.688262,-0.721358,-0.823402,-0.820804,-0.82008,-0.341596,-0.305052,0.192083,-0.137874,ROCK_HARD
-0.597276,-0.594748,-0.696464,-0.811791,-0.837725,-0.720036,-0.299343,-0.277592,0.173867,-0.159864,GOSPEL
-0.00356,-0.464629,-0.577935,-0.682628,-0.708405,-0.458196,-0.413521,-0.369829,0.080324,-0.234172,HIP_HOP_RAP
-0.485838,-0.423084,-0.563366,-0.623132,-0.678391,-0.724656,-0.338779,-0.298715,0.099525,-0.211171,POP_LATIN
-0.214363,-0.287086,-0.516549,-0.553105,-0.635451,-0.689027,-0.369014,-0.323007,0.021736,-0.300139,DANCE
-0.779353,-0.665569,-0.662871,-0.679388,-0.684771,-0.862283,-0.634366,-0.614504,-0.124978,-0.376975,FOLK_INTERNATIONAL
-0.499458,-0.751871,-0.759972,-0.790459,-0.785187,-0.445757,-0.437183,-0.381799,0.156635,-0.161886,GRUNGE_EMO
-0.480266,-0.517539,-0.560608,-0.667237,-0.679334,-0.794047,-0.443944,-0.396937,0.073431,-0.232908,POP_INDIE
-0.086519,-0.306682,-0.125177,-0.475608,-0.348682,-0.485829,-0.231174,-0.201197,-0.113655,-0.426008,BIG_BAND
-0.786504,-0.556339,-0.566195,-0.441314,-0.400277,-0.90351,-0.660282,-0.670093,-0.195874,-0.415898,COUNTRY_TRADITIONAL
-0.604086,-0.627552,-0.677581,-0.838434,-0.857975,-0.62861,-0.322629,-0.250132,0.168944,-0.174017,PUNK
-0.807801,-0.740506,-0.652122,-0.582358,-0.62319,-0.880498,-0.708169,-0.673156,-0.229353,-0.497536,ROCK_CONTEMPORARY
-0.38864,-0.425828,-0.565134,-0.668317,-0.719667,-0.719591,-0.32169,-0.292026,0.09854,-0.22204,RNB_SOUL
-0.130475,-0.437586,-0.696959,-0.707021,-0.810929,-0.565526,-0.093897,-0.25154,-0.365926,-0.655756,ELECTRONICA
-0.52608,-0.660631,-0.668105,-0.691359,-0.701248,-0.765526,-0.547793,-0.476149,0.034537,-0.262732,GOSPEL
-0.737966,-0.678385,-0.636351,-0.637714,-0.653148,-0.86175,-0.790235,-0.764478,-0.3965,-0.646152,COUNTRY_TRADITIONAL
-0.466336,-0.603371,-0.538048,-0.525563,-0.542191,-0.596801,-0.708545,-0.621898,-0.204244,-0.489195,ELECTRONICA
-0.458598,-0.716951,-0.748373,-0.872817,-0.866297,-0.377166,-0.332958,-0.263862,0.207838,-0.130039,METAL_DEATH
-0.568488,-0.664315,-0.700566,-0.754815,-0.772316,-0.695602,-0.713052,-0.771167,-0.584324,-0.868975,ROCK_ALTERNATIVE
-0.398855,-0.685479,-0.720651,-0.833393,-0.840333,-0.416171,-0.361127,-0.328991,0.186668,-0.130797,METAL_HEAVY
-0.762544,-0.58691,-0.738826,-0.769937,-0.815423,-0.835273,-0.216901,-0.19662,0.188145,-0.148237,METAL_HEAVY
-0.721901,-0.759357,-0.779844,-0.775158,-0.781803,-0.79076,-0.50385,-0.506777,0.079832,-0.189182,POP_INDIE
-0.626064,-0.412111,-0.539463,-0.594869,-0.681498,-0.782941,-0.421408,-0.334976,0.052753,-0.273853,ROCK_COLLEGE
-0.561987,-0.770214,-0.784017,-0.865167,-0.85853,-0.50191,-0.380469,-0.342721,0.201438,-0.119676,METAL_HEAVY
-0.829191,-0.670076,-0.623904,-0.665977,-0.691096,-0.900578,-0.526761,-0.589861,-0.373803,-0.721471,BIG_BAND
-0.816499,-0.882187,-0.86273,-0.790369,-0.760666,-0.930058,-0.78216,-0.838831,-0.426335,-0.602679,FOLK_INTERNATIONAL
-0.104163,-0.634294,-0.702334,-0.734923,-0.791623,-0.217148,-0.203192,-0.368773,-0.364941,-0.688108,DANCE
-0.6629,-0.648638,-0.621641,-0.615392,-0.635284,-0.832963,-0.71061,-0.63774,-0.206706,-0.488437,FOLK_INTERNATIONAL
-0.644018,-0.512444,-0.593423,-0.627543,-0.617254,-0.799556,-0.544413,-0.503609,-0.01125,-0.283205,POP_INDIE
-0.708404,-0.407407,-0.630198,-0.677678,-0.751068,-0.862106,-0.22216,-0.199437,0.120203,-0.195754,FOLK_INTERNATIONAL
-0.673116,-0.683637,-0.730552,-0.828533,-0.84344,-0.708752,-0.400939,-0.367365,0.152697,-0.169468,POP_CONTEMPORARY
-0.378734,-0.436802,-0.52454,-0.661206,-0.713176,-0.705464,-0.461033,-0.371237,0.027152,-0.297612,HIP_HOP_RAP
-0.903451,-0.864041,-0.823409,-0.736994,-0.728044,-0.955691,-0.804319,-0.827178,-0.449376,-0.670163,ROCK_ALTERNATIVE
-0.378734,-0.623202,-0.691301,-0.823672,-0.84233,-0.410129,-0.475305,-0.669354,-0.543953,-0.836522,ROCK_ALTERNATIVE
-0.759975,-0.74176,-0.737694,-0.787849,-0.801054,-0.815993,-0.501033,-0.475444,0.08574,-0.194237,POP_INDIE
-0.675592,-0.639036,-0.642079,-0.677318,-0.662247,-0.761351,-0.704601,-0.652209,-0.217537,-0.482876,POP_INDIE
-0.340659,-0.486577,-0.511669,-0.593609,-0.636727,-0.624434,-0.389296,-0.379335,-0.238707,-0.605459,POP_LATIN
-0.169478,-0.373702,-0.58727,-0.616202,-0.747406,-0.573434,-0.264413,-0.284985,-0.278094,-0.619361,HIP_HOP_RAP
-0.384615,-0.774721,-0.813366,-0.812331,-0.818974,-0.668236,-0.595681,-0.764302,-0.593531,-0.874131,BLUES_CONTEMPORARY
-0.454574,-0.604154,-0.676874,-0.751575,-0.79595,-0.629054,-0.526197,-0.656434,-0.504911,-0.820195,COUNTRY_TRADITIONAL
-0.096425,-0.646874,-0.589463,-0.631683,-0.669515,-0.366326,-0.32169,-0.400458,-0.327327,-0.678251,METAL_ALTERNATIVE
-0.610277,-0.85679,-0.857779,-0.80162,-0.790236,-0.529631,-0.656338,-0.643373,-0.103808,-0.320612,ROCK_ALTERNATIVE
-0.508126,-0.743523,-0.759194,-0.865887,-0.854702,-0.438827,-0.364131,-0.313501,0.198484,-0.132061,METAL_DEATH
-0.458288,-0.722124,-0.652263,-0.70063,-0.732871,-0.384718,-0.48939,-0.585284,-0.402851,-0.744724,METAL_DEATH
-0.323944,-0.701391,-0.764215,-0.79829,-0.827684,-0.384363,-0.297089,-0.265622,0.207838,-0.132061,METAL_ALTERNATIVE
-0.282774,-0.545365,-0.655304,-0.766517,-0.810763,-0.579209,-0.458216,-0.631403,-0.543411,-0.837002,ROCK_COLLEGE
-0.481195,-0.670782,-0.741231,-0.833573,-0.835728,-0.556197,-0.337653,-0.308924,0.202422,-0.113358,ROCK_NEO_PSYCHEDELIA
-0.607801,-0.661572,-0.628996,-0.747975,-0.786241,-0.646735,-0.469671,-0.419116,0.094602,-0.201314,ROCK_COLLEGE
-0.483362,-0.728865,-0.7186,-0.766697,-0.780583,-0.604442,-0.53784,-0.473684,0.041922,-0.268293,GOSPEL
-0.584584,-0.550852,-0.637412,-0.735644,-0.766103,-0.698001,-0.353427,-0.311741,0.133988,-0.190193,METAL_HEAVY
-0.304442,-0.627866,-0.744767,-0.781998,-0.819584,-0.345446,-0.228545,-0.209294,0.194053,-0.146721,METAL_ALTERNATIVE
-0.573131,-0.483441,-0.490523,-0.477498,-0.436893,-0.819991,-0.518498,-0.473684,-0.006326,-0.304183,ROCK_CONTEMPORARY
-0.49853,-0.684617,-0.695332,-0.718812,-0.744965,-0.722168,-0.542347,-0.530716,0.017305,-0.240996,RNB_SOUL
-0.344993,-0.812698,-0.835431,-0.850765,-0.858363,-0.252155,-0.419155,-0.439887,0.186175,-0.089852,POP_INDIE
-0.591085,-0.734117,-0.823409,-0.908911,-0.8962,-0.547934,-0.302723,-0.241331,0.241316,-0.093391,METAL_DEATH
-0.366042,-0.592397,-0.607779,-0.748695,-0.783634,-0.500044,-0.376714,-0.277944,0.137927,-0.208644,GRUNGE_EMO
-0.308157,-0.637938,-0.538402,-0.563906,-0.621082,-0.469836,-0.365822,-0.374054,-0.213106,-0.603185,POP_INDIE
-0.691286,-0.641662,-0.57355,-0.590189,-0.605825,-0.808707,-0.727136,-0.674247,-0.26037,-0.519272,ELECTRONICA
-0.474385,-0.631197,-0.619378,-0.723402,-0.741748,-0.529454,-0.487324,-0.579299,-0.396893,-0.744977,ROCK_CONTEMPORARY
-0.502554,-0.733804,-0.722631,-0.773807,-0.781803,-0.647001,-0.518122,-0.460658,0.073924,-0.226336,BLUES_CONTEMPORARY
-0.058041,-0.537135,-0.65198,-0.735734,-0.772427,-0.354065,-0.311925,-0.261398,0.156143,-0.173512,METAL_DEATH
-0.448073,-0.477562,-0.5971,-0.670387,-0.719501,-0.710706,-0.434178,-0.390952,0.055215,-0.263238,HIP_HOP_RAP
-0.40907,-0.535175,-0.534441,-0.626913,-0.654924,-0.595735,-0.333521,-0.351875,-0.248061,-0.617086,POP_CONTEMPORARY
-0.345612,-0.386243,-0.460396,-0.636184,-0.663412,-0.703687,-0.464789,-0.376166,-0.000418,-0.314546,ROCK_COLLEGE
-0.297322,-0.472859,-0.511386,-0.617282,-0.665687,-0.565882,-0.407324,-0.496215,-0.401127,-0.729053,METAL_ALTERNATIVE
-0.179694,-0.668744,-0.718812,-0.757516,-0.789015,-0.510884,-0.181033,-0.148037,-0.085592,-0.4667,ROCK_NEO_PSYCHEDELIA
-0.739947,-0.872271,-0.870934,-0.80225,-0.761553,-0.832608,-0.688075,-0.761979,-0.250031,-0.42525,POP_INDIE
-0.582727,-0.68399,-0.676662,-0.772367,-0.798058,-0.587916,-0.486197,-0.385319,0.101987,-0.230886,PUNK
-0.795666,-0.551244,-0.552758,-0.614941,-0.628516,-0.906086,-0.612019,-0.530716,-0.087561,-0.388854,JAZZ_CLASSIC
-0.731559,-0.829003,-0.820651,-0.729973,-0.68932,-0.861306,-0.69108,-0.706742,-0.208183,-0.426261,ROCK_COLLEGE
-0.782572,-0.578679,-0.589745,-0.653465,-0.658419,-0.885207,-0.6,-0.560993,-0.081653,-0.345634,COUNTRY_TRADITIONAL
-0.688593,-0.779659,-0.711315,-0.652205,-0.65681,-0.783652,-0.781221,-0.753846,-0.34254,-0.575635,ROCK_HARD
-0.389878,-0.567313,-0.557779,-0.505941,-0.512067,-0.704842,-0.657653,-0.657772,-0.205721,-0.446228,GOSPEL
-0.582108,-0.590045,-0.627864,-0.778308,-0.790014,-0.790937,-0.379155,-0.309277,0.137927,-0.198029,ROCK_HARD
-0.729082,-0.754654,-0.781683,-0.861386,-0.858086,-0.741093,-0.406573,-0.328991,0.182237,-0.153545,ROCK_ALTERNATIVE
-0.309085,-0.585342,-0.598727,-0.641044,-0.654813,-0.569347,-0.542535,-0.487766,0.000074,-0.296601,HIP_HOP_RAP
-0.807367,-0.723888,-0.724328,-0.761476,-0.74957,-0.894891,-0.449014,-0.556416,-0.409399,-0.759055,EXPERIMENTAL
-0.832812,-0.819792,-0.74611,-0.674437,-0.684938,-0.896579,-0.786479,-0.777398,-0.382763,-0.625427,ROCK_NEO_PSYCHEDELIA
-0.267915,-0.526553,-0.656931,-0.743114,-0.776755,-0.419725,-0.287324,-0.269847,0.161066,-0.170226,METAL_ALTERNATIVE
-0.727411,-0.694297,-0.569802,-0.547975,-0.613703,-0.847001,-0.712864,-0.745573,-0.516776,-0.820018,EXPERIMENTAL
-0.29887,-0.586126,-0.636704,-0.751305,-0.806879,-0.428432,-0.248263,-0.45573,-0.487827,-0.78529,METAL_HEAVY
-0.393592,-0.569665,-0.614003,-0.692979,-0.716782,-0.56295,-0.470423,-0.43355,0.083278,-0.189435,ROCK_COLLEGE
-0.38121,-0.634725,-0.646181,-0.770477,-0.793287,-0.487961,-0.391174,-0.298715,0.136942,-0.217996,GOSPEL
-0.41588,-0.463453,-0.526945,-0.563726,-0.589404,-0.703421,-0.561878,-0.485302,-0.049652,-0.355996,HIP_HOP_RAP
-0.636279,-0.644719,-0.619236,-0.672277,-0.69276,-0.734873,-0.609765,-0.556416,-0.074268,-0.353722,FOLK_INTERNATIONAL
-0.609039,-0.337253,-0.647242,-0.715302,-0.726935,-0.905642,-0.687887,-0.831931,-0.666347,-0.899659,COUNTRY_TRADITIONAL
-0.553629,-0.520282,-0.585714,-0.745365,-0.791012,-0.695424,-0.368638,-0.349762,0.117741,-0.178314,ROCK_NEO_PSYCHEDELIA
-0.509364,-0.529688,-0.585007,-0.715572,-0.753232,-0.550155,-0.509108,-0.41982,0.019275,-0.298875,RNB_SOUL
-0.155858,-0.614305,-0.665912,-0.765167,-0.784411,-0.355398,-0.310235,-0.459954,-0.408414,-0.74068,GRUNGE_EMO
-0.536604,-0.533608,-0.64314,-0.748515,-0.838058,-0.554687,-0.349671,-0.287801,0.112326,-0.229117,ROCK_HARD
-0.383068,-0.704644,-0.779491,-0.837624,-0.82724,-0.399822,-0.301408,-0.231825,0.220639,-0.125995,METAL_DEATH
-0.734004,-0.488536,-0.54017,-0.447255,-0.423578,-0.871168,-0.577277,-0.593381,-0.104301,-0.342854,JAZZ_CLASSIC
-0.301966,-0.604154,-0.722136,-0.807111,-0.823689,-0.601688,-0.237183,-0.196268,0.187652,-0.156325,BLUES_CONTEMPORARY
-0.453645,-0.554772,-0.592928,-0.643834,-0.676394,-0.701999,-0.627418,-0.594438,-0.136794,-0.387085,COUNTRY_TRADITIONAL
-0.632874,-0.623947,-0.555375,-0.6045,-0.647379,-0.74438,-0.618216,-0.521563,-0.078207,-0.40048,JAZZ_CLASSIC
-0.548367,-0.749598,-0.794696,-0.872007,-0.876227,-0.48805,-0.332582,-0.273015,0.211777,-0.137369,ROCK_HARD
-0.283083,-0.716833,-0.751839,-0.853015,-0.84749,-0.421946,-0.316056,-0.256117,0.205376,-0.139138,METAL_ALTERNATIVE
-0.619873,-0.706957,-0.705728,-0.727003,-0.740361,-0.772012,-0.488638,-0.450449,0.095094,-0.197776,ROCK_COLLEGE
-0.197647,-0.419949,-0.561103,-0.650495,-0.772705,-0.355842,-0.300094,-0.19662,0.071954,-0.275875,HIP_HOP_RAP
-0.412475,-0.540662,-0.577581,-0.680018,-0.711012,-0.676588,-0.61108,-0.694209,-0.526524,-0.825528,ROCK_HARD
-0.433834,-0.743406,-0.752192,-0.809361,-0.804716,-0.634651,-0.471737,-0.392008,0.133496,-0.187666,GRUNGE_EMO
-0.631636,-0.654282,-0.536846,-0.476328,-0.441331,-0.556819,-0.022347,-0.160359,0.10691,-0.205106,POP_INDIE
-0.697539,-0.737253,-0.708345,-0.646625,-0.637448,-0.827988,-0.736526,-0.720718,-0.279078,-0.510931,BLUES_CONTEMPORARY
-0.623897,-0.647423,-0.634088,-0.645005,-0.64871,-0.831275,-0.606385,-0.564513,-0.069837,-0.340326,COUNTRY_TRADITIONAL
-0.632565,-0.747129,-0.750354,-0.826643,-0.827406,-0.561528,-0.451455,-0.445168,0.143342,-0.124984,POP_INDIE
-0.684569,-0.673094,-0.750919,-0.808011,-0.829348,-0.788627,-0.303662,-0.266678,0.203407,-0.132819,ROCK_HARD
-0.480266,-0.596316,-0.647171,-0.727453,-0.751456,-0.615104,-0.535399,-0.516282,-0.000418,-0.270315,FOLK_INTERNATIONAL
-0.583346,-0.771781,-0.746888,-0.674527,-0.654924,-0.752288,-0.697277,-0.687942,-0.204244,-0.433843,COUNTRY_TRADITIONAL
-0.437239,-0.642171,-0.629703,-0.692709,-0.702247,-0.655797,-0.496901,-0.432494,0.072447,-0.231139,GRUNGE_EMO
-0.447764,-0.541838,-0.527723,-0.614401,-0.647767,-0.628076,-0.532582,-0.453969,0.002043,-0.293315,HIP_HOP_RAP
-0.214054,-0.514403,-0.570156,-0.70288,-0.732372,-0.368814,-0.379718,-0.541278,-0.458681,-0.765146,GRUNGE_EMO
-0.429191,-0.629159,-0.60785,-0.706121,-0.735867,-0.60693,-0.535023,-0.479669,0.01189,-0.28371,ROCK_CONTEMPORARY
-0.47779,-0.638801,-0.682249,-0.835014,-0.845492,-0.647001,-0.262347,-0.240275,0.178298,-0.164918,JAZZ_CLASSIC
-0.833586,-0.802783,-0.811881,-0.707561,-0.666075,-0.928574,-0.614648,-0.718289,-0.137779,-0.308985,METAL_HEAVY
-0.214982,-0.57672,-0.608699,-0.742034,-0.745742,-0.381519,-0.373333,-0.511002,-0.422987,-0.748389,METAL_ALTERNATIVE
-0.856028,-0.44464,-0.416054,-0.507291,-0.464189,-0.942737,-0.626479,-0.577891,-0.161411,-0.424491,POP_INDIE
-0.398236,-0.584558,-0.781259,-0.730963,-0.785076,-0.616259,-0.218592,-0.205774,0.194053,-0.142929,PUNK
-0.540628,-0.633353,-0.600354,-0.639334,-0.651872,-0.709196,-0.674178,-0.629643,-0.184551,-0.446228,POP_INDIE
-0.692586,-0.581423,-0.548232,-0.684248,-0.714397,-0.80231,-0.580094,-0.500792,-0.055067,-0.362821,JAZZ_CLASSIC
-0.129547,-0.660553,-0.662164,-0.59865,-0.59129,-0.604709,-0.582347,-0.609224,-0.048667,-0.267534,REGGAE
-0.371305,-0.550069,-0.584229,-0.643204,-0.646325,-0.649489,-0.448638,-0.367365,0.089186,-0.238468,FOLK_INTERNATIONAL
-0.411546,-0.548501,-0.618883,-0.730243,-0.792399,-0.535229,-0.404883,-0.328287,0.099525,-0.235183,FOLK_INTERNATIONAL
-0.440334,-0.737762,-0.70976,-0.80333,-0.839057,-0.32892,-0.469484,-0.402218,0.122172,-0.190952,ROCK_NEO_PSYCHEDELIA
-0.8308,-0.631041,-0.701061,-0.707201,-0.70552,-0.893292,-0.586854,-0.593381,-0.069837,-0.307721,FOLK_INTERNATIONAL
-0.588609,-0.735332,-0.752829,-0.788299,-0.800777,-0.65944,-0.487324,-0.436719,0.108879,-0.192215,BIG_BAND
